show,rating,title,content,company,author,date
Sunday in the Park with George,9,THEATER Sunday in the Park With George: EW stage review,"But one need not know Seurat to enjoy this enchanting production. Jake Gyllenhaal, bearded and intense with a rich singing voice, makes the character understood immediately: He is an artist blinded to life's joys by his own work ethic, even as he spends his days observing other people at their leisure. (George is not a total prig, however, and Gyllenhaal lets loose with some silly business singing the voices of two dogs in the painting.) By contrast, the pointillist's model and lover, the aptly named Dot, played with an endearing blend of comic sparkle and pathos by Annaleigh Ashford, wants the simple pleasures of going to the Follies and eating cream puffs. But she cannot pull George from his studio, and - practical girl that she is - may take up with the baker who keeps her in dough.",Entertainment Weekly,Allison Adato,02/23/2017
Sunday in the Park with George,9,Theater Review: Jake Gyllenhaal in Sunday in the Park With George,"Sunday in the Park with George, which opens tonight in a bare-bones but beautiful-enough Broadway revival starring Jake Gyllenhaal and Annaleigh Ashford, is both a deconstruction and an example of that duality. A deconstruction because Lapine's book, among the brainiest ever written for a musical, works innumerable trenchant variations on the theme of sacrifice for art. The show is also a demonstration of that theme, because Sondheim's songs are so profound that they feel, even while unspooling in unbroken threads of human longing, as if they had left the realm of lived experience and entered a Keatsian plane of absolute truth-beauty far above our own. The lyrics constantly delight the ear while also dramatizing, in that very delight, the way art both exalts and erases. ""Rapturous"" and ""capture us"" are like the jaws of a trap snapping shut.",Vulture,Jesse Green,02/23/2017
Sunday in the Park with George,9,Jake Gyllenhaal’s Broadway Triumph: Review of Stephen Sondheim’s ‘Sunday in the Park With George’,"If Gyllenhaal and Ashford are the name draws, don't be surprised when you fall absolutely under the spell of the entire ensemble, including Seurat's mother (played by Penny Fuller, who turns out to be a battleaxe with a far-from-hardened heart), her nurse, two soldiers, two chatty shop-girls called Celeste (Ashley Park and Jenni Barber, adept scene-stealers both, particularly Park and her adorably annoying laugh), Louis the baker with whom Dot makes a calculated match, and two hideously philistine-ish American tourists.",Daily Beast,Tim Teeman,02/23/2017
Sunday in the Park with George,9,"‘Sunday in the Park With George’ review: Jake Gyllenhaal, Annaleigh Ashford are transcendant","Every once in a rare while, the theater rewards us with a kind of transcendent experience, a feeling that this, surely, will never happen again - at least not remotely in the same way. My once-in-a-lifetime theory is being crushed - exquisitely, rapturously - right now as Jake Gyllenhaal and Annaleigh Ashford step up alongside Mandy Patinkin and Bernadette Peters in the treasured place where I keep memories of the original ""Sunday in the Park With George."" They are that good.",Newsday,Linda Winer,02/23/2017
Sunday in the Park with George,9,Aisle View: Sondheim on/at the Hudson,"Gyllenhaal is very good; so good, in fact, that we needn't say ""very good for a movie actor."" George-James Lapine and Stephen Sondheim's musicalized version of the pointillist painter Georges Seurat-is an introverted and anti-social fellow, who seems to only find comfort when he is at canvas or sketchpad. Gyllenhaal, while properly self-absorbedly as he perennially tries to ""finish the hat,"" gives George an inner gleam of vulnerability and sensitivity which is sometimes overlooked in the role. (Hidden in the script is the comment that the women ""all wanted him and hated him at the same time."") Gyllenhaal shows us this inner layer, which has not always been visible in past productions, and properly carries it over to the 20th century George in Chicago.",Huffington Post,Steven Suskin,02/23/2017
Sunday in the Park with George,9,"Yes, Jake Gyllenhaal can sing. You only have to hear him in ‘Sunday in the Park With George’ to know.","Chiefly through Gyllenhaal's performance - at once intense and emotionally transparent - this version makes clearer than ever the incisive emotional channel from Act 1 to Act 2. In each half of the musical, too, there is a visual coup, in the form of an example of each artist's work. At the end of Act 1, it's the thrilling tableau of Seurat's painting come to life. And in Act 2, it's a demonstration of the artist's experiments with color and light in the form of a laser display that he calls a ""chromolume.""",Washington Post,Peter Marks,02/23/2017
Sunday in the Park with George,8,Broadway review: Jake Gyllenhaal is amazing in Sunday in the Park with George,"As far as human effects, you will be suitably swept away by Gyllenhaal's passionately acted, exquisitely articulated George, the most psychologically cohesive and sympathetic rendition I've witnessed live. (Mandy Patinkin on video will always remain the gold standard.) Comical and tender by turns, Ashford provides the flashes of light where Gyllenhaal turns inward to shadow.",TimeOut NY,David Cote,02/23/2017
Sunday in the Park with George,8,"Review: In 'Sunday in the Park With George,' Jake Gyllenhaal never looks up from the canvas","Lapine's overall approach - assuming that is what I am describing here - is a perfectly justifiable and resonant way into this show and, I'd wager, a closer match for where Lapine (her uncle) and Sondheim are now with regard to their midlife show. The downside, though, of the projection of art as personality-killing necessity is that you don't see a lot of possibility for life lived the other way - you know, the functional one with the love, art and kids - and the diminished potential of the road not traveled has the impact of cutting the tension in the piece and compromising one of its most perpetually engaging qualities.",Chicago Tribune,Chris Jones,02/23/2017
Sunday in the Park with George,8,"Sunday in the Park With George starring Jake Gyllenhaal – review at Hudson Theatre, New York","Jake Gyllenhaal has proven in plays, on and off Broadway (Constellations, If There is I Haven't Found It Yet), that he is an adroit stage actor. In his Broadway musical debut in Sunday in the Park with George, he demonstrates he can sing a notoriously challenging Sondheim score very well too. Gyllenhaal plays George Seurat, the artist too obsessed with his work to hold onto love. Annaleigh Ashford is Dot, his adoring model. She's full of comedic verve and is shattered by Dot's disappointments. Gyllenhaal's performance is one of quiet brooding and delicate anguish. He gives an achingly beautiful, self-reflective rendition of Finishing the Hat. His voice does not have the depth of some but he elucidates George's pain in his performance.",The Stage,Nicole Serratore,02/23/2017
Sunday in the Park with George,8,Theater Review: 'Sunday in the Park with George',"""Sunday In The Park"" won't appeal to everyone. But fans will not be disappointed. Director Sarna Lapine, employing state-of-the-art projections, delivers an immaculate production combining art, science and poetry in perfect harmony.",NY1,Roma Torre,02/23/2017
Sunday in the Park with George,8,"Jake Gyllenhaal in Sunday in the Park With George, review: the Hollywood star shines in his Broadway musical debut","Gyllenhaal and Ashford harmonize not only when they're singing - Move On is a heart-tugging highlight - but also when George and Dot just gaze lovingly yet uncomprehendingly at each other. (It's a shame they won't be eligible for Tony Awards; the short run prompted producers not to invite voters.) But it's Sunday, the signature song that closes both acts, that brings down the house as the ensemble re-creates Seurat's painting.",The Telegraph,Diane Snyder,02/23/2017
Sunday in the Park with George,7,Theater review: An ordinary day In the park,"Gyllenhaal is a very good actor and sings surprisingly well, but neither he nor the amusing Ashford can lift the skimpy, pedestrian production to the sublime level of the two previous Broadway presentations of the show: the1985 original and the 2008 British import.",Bergen Record,Robert Feldberg,02/23/2017
The King and I,10,The King and I,"...in a year of bland nostalgic revivals, this grand and glorious production gives you hope in the nonprofit stewardship of our theatrical heritage...let's be frank: Although Hammerstein's characterization of the King has pain and pathos in addition to comic bluster, he speaks a pidgin English that few actors can pull off today. Luckily, the Japanese Watanabe shows a man struggling with a foreign tongue. (His accent can be thick, but that adds authenticity.) The 55-year-old Watanabe also cuts an older figure than Lou Diamond Phillips did in the 1996 revival, which adds gravitas as well as humor to his outbursts and temper tantrums. O'Hara sounds angelic as ever...her silky, shimmering soprano a treasure -- and the role plays to her strengths: wryness, warmth and quiet dignity. Sher directs her and the rest of an exceptionally good cast...with palpable respect for the material and a care to avoid orientalist humbug.",TimeOut NY,David Cote,04/16/2015
